type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
general,"Q258","people_society","Was darf das Jugendamt in Deutschland?","Was darf das Jugendamt in Deutschland?","Es entscheidet, welche Schule das Kind besucht.","Es entscheidet, welche Schule das Kind besucht.","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.","Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.","Es bezahlt das Kindergeld an die Eltern.","Es bezahlt das Kindergeld an die Eltern.","Es kontrolliert, ob das Kind einen Kindergarten besucht.","Es kontrolliert, ob das Kind einen Kindergarten besucht.","Das Jugendamt kann bei Kindeswohlgefährdung das Kind schützen und aus der Familie nehmen.","Das Jugendamt kann bei Kindeswohlgefährdung das Kind schützen und aus der Familie nehmen."
general,"Q259","people_society","Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der …","Rentenberechnung","Rentenberechnung","Lehrstellensuche","Lehrstellensuche","Steuererklärung","Steuererklärung","Krankenversicherung","Krankenversicherung","Das BIZ unterstützt bei der Berufs- und Lehrstellensuche.","Das BIZ unterstützt bei der Berufs- und Lehrstellensuche."
general,"Q260","people_society","In Deutschland hat ein Kind in der Schule …","In Deutschland hat ein Kind in der Schule …","Recht auf unbegrenzte Freizeit.","Recht auf unbegrenzte Freizeit.","Wahlfreiheit für alle Fächer.","Wahlfreiheit für alle Fächer.","Anspruch auf Schulgeld.","Anspruch auf Schulgeld.","Anwesenheitspflicht.","Anwesenheitspflicht.","In Deutschland besteht Schulpflicht, daher Anwesenheitspflicht.","In Deutschland besteht Schulpflicht, daher Anwesenheitspflicht."
general,"Q261","people_society","Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun?","Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun?","an einer Hochschule","an einer Hochschule","an einem Abendgymnasium","an einem Abendgymnasium","an einer Hauptschule","an einer Hauptschule","an einer Privatuniversität","an einer Privatuniversität","Das Abendgymnasium bietet Erwachsenen die Möglichkeit, das Abitur nachzuholen.","Das Abendgymnasium bietet Erwachsenen die Möglichkeit, das Abitur nachzuholen."
general,"Q262","people_society","Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?","Niemand darf z.B. wegen einer Behinderung benachteiligt werden.","Niemand darf z.B. wegen einer Behinderung benachteiligt werden.","Man darf andere Personen benachteiligen, wenn ausreichende persönliche Gründe vorliegen.","Man darf andere Personen benachteiligen, wenn ausreichende persönliche Gründe vorliegen.","Niemand darf gegen Personen klagen, wenn sie benachteiligt wurden.","Niemand darf gegen Personen klagen, wenn sie benachteiligt wurden.","Es ist für alle Gesetz, benachteiligten Gruppen jährlich Geld zu spenden.","Es ist für alle Gesetz, benachteiligten Gruppen jährlich Geld zu spenden.","Der Gleichbehandlungsgrundsatz schützt vor Diskriminierung.","Der Gleichbehandlungsgrundsatz schützt vor Diskriminierung."
general,"Q263","people_society","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, …","werden bestraft.","werden bestraft.","werden wie Erwachsene behandelt.","werden wie Erwachsene behandelt.","teilen die Strafe mit ihren Eltern.","teilen die Strafe mit ihren Eltern.","werden nicht bestraft.","werden nicht bestraft.","Ab 14 Jahren gilt man als strafmündig und kann für Straftaten bestraft werden.","Ab 14 Jahren gilt man als strafmündig und kann für Straftaten bestraft werden."
general,"Q264","people_society","Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?","am Rosenmontag","am Rosenmontag","am Maifeiertag","am Maifeiertag","beim Oktoberfest","beim Oktoberfest","an Pfingsten","an Pfingsten","Am Rosenmontag, Teil des Karnevals, verkleiden sich viele Menschen in bunten Kostümen.","Am Rosenmontag, Teil des Karnevals, verkleiden sich viele Menschen in bunten Kostümen."
general,"Q265","people_society","Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?","zum Einwohnermeldeamt","zum Einwohnermeldeamt","zum Ordnungsamt","zum Ordnungsamt","zur Agentur für Arbeit","zur Agentur für Arbeit","zum Standesamt","zum Standesamt","Die standesamtliche Trauung ist in Deutschland Voraussetzung für eine rechtsgültige Ehe.","Die standesamtliche Trauung ist in Deutschland Voraussetzung für eine rechtsgültige Ehe."
general,"Q266","people_society","Wann beginnt die gesetzliche Nachtruhe in Deutschland?","Wann beginnt die gesetzliche Nachtruhe in Deutschland?","wenn die Sonne untergeht","wenn die Sonne untergeht","wenn die Nachbarn schlafen gehen","wenn die Nachbarn schlafen gehen","um 0 Uhr, Mitternacht","um 0 Uhr, Mitternacht","um 22 Uhr","um 22 Uhr","Die gesetzliche Nachtruhe beginnt in Deutschland in der Regel um 22 Uhr.","Die gesetzliche Nachtruhe beginnt in Deutschland in der Regel um 22 Uhr."
general,"Q267","people_society","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern finden das nicht gut. Was können die Eltern tun?","Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern finden das nicht gut. Was können die Eltern tun?","Sie müssen die Entscheidung der volljährigen Tochter respektieren.","Sie müssen die Entscheidung der volljährigen Tochter respektieren.","Sie haben das Recht, die Tochter in die elterliche Wohnung zurückzuholen.","Sie haben das Recht, die Tochter in die elterliche Wohnung zurückzuholen.","Sie können zur Polizei gehen und die Tochter anzeigen.","Sie können zur Polizei gehen und die Tochter anzeigen.","Sie suchen einen anderen Mann für die Tochter.","Sie suchen einen anderen Mann für die Tochter.","Volljährige Menschen entscheiden in Deutschland selbst über ihr Privatleben.","Volljährige Menschen entscheiden in Deutschland selbst über ihr Privatleben."
general,"Q268","people_society","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung, weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?","Sie muss mindestens zehn Jahre in Deutschland leben, bevor sie den Führerschein machen kann.","Sie muss mindestens zehn Jahre in Deutschland leben, bevor sie den Führerschein machen kann.","Wenn sie kein Deutsch kann, darf sie keinen Führerschein haben.","Wenn sie kein Deutsch kann, darf sie keinen Führerschein haben.","Sie muss den Führerschein in dem Land machen, in dem man ihre Sprache spricht.","Sie muss den Führerschein in dem Land machen, in dem man ihre Sprache spricht.","Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.","Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.","Die theoretische Führerscheinprüfung kann in mehreren Sprachen abgelegt werden.","Die theoretische Führerscheinprüfung kann in mehreren Sprachen abgelegt werden."
general,"Q269","people_society","In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Einschulung Anspruch auf …","In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Einschulung Anspruch auf …","monatliches Taschengeld","monatliches Taschengeld","einen Platz in einem Sportverein","einen Platz in einem Sportverein","einen Kindergartenplatz","einen Kindergartenplatz","einen Ferienpass","einen Ferienpass","Kinder haben einen gesetzlichen Anspruch auf einen Kindergartenplatz.","Kinder haben einen gesetzlichen Anspruch auf einen Kindergartenplatz."
general,"Q270","people_society","Die Volkshochschule in Deutschland ist eine Einrichtung …","Die Volkshochschule in Deutschland ist eine Einrichtung …","für den Religionsunterricht","für den Religionsunterricht","nur für Jugendliche","nur für Jugendliche","zur Weiterbildung","zur Weiterbildung","nur für Rentnerinnen und Rentner","nur für Rentnerinnen und Rentner","Volkshochschulen bieten Erwachsenen vielfältige Weiterbildungsmöglichkeiten.","Volkshochschulen bieten Erwachsenen vielfältige Weiterbildungsmöglichkeiten."
general,"Q271","people_society","Was ist in Deutschland ein Brauch zu Weihnachten?","Was ist in Deutschland ein Brauch zu Weihnachten?","bunte Eier verstecken","bunte Eier verstecken","einen Tannenbaum schmücken","einen Tannenbaum schmücken","sich mit Masken und Kostümen verkleiden","sich mit Masken und Kostümen verkleiden","Kürbisse vor die Tür stellen","Kürbisse vor die Tür stellen","Das Schmücken eines Tannenbaums ist ein traditioneller deutscher Weihnachtsbrauch.","Das Schmücken eines Tannenbaums ist ein traditioneller deutscher Weihnachtsbrauch."
general,"Q272","people_society","Welche Lebensform ist in Deutschland nicht erlaubt?","Welche Lebensform ist in Deutschland nicht erlaubt?","Mann und Frau sind geschieden und leben mit neuen Partnern zusammen.","Mann und Frau sind geschieden und leben mit neuen Partnern zusammen.","Zwei Frauen leben zusammen.","Zwei Frauen leben zusammen.","Ein alleinerziehender Vater lebt mit seinen zwei Kindern zusammen.","Ein alleinerziehender Vater lebt mit seinen zwei Kindern zusammen.","Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.","Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.","In Deutschland ist Mehrfachehe (Polygamie) gesetzlich verboten.","In Deutschland ist Mehrfachehe (Polygamie) gesetzlich verboten."
general,"Q273","people_society","Bei Erziehungsproblemen gehen Sie in Deutschland …","Bei Erziehungsproblemen gehen Sie in Deutschland …","zur Ärztin/zum Arzt","zur Ärztin/zum Arzt","zum Gesundheitsamt","zum Gesundheitsamt","zum Einwohnermeldeamt","zum Einwohnermeldeamt","zum Jugendamt","zum Jugendamt","Das Jugendamt hilft Eltern bei Erziehungsproblemen.","Das Jugendamt hilft Eltern bei Erziehungsproblemen."
general,"Q274","people_society","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?","das Schweigerecht","das Schweigerecht","das Briefgeheimnis","das Briefgeheimnis","die Schweigepflicht","die Schweigepflicht","die Meinungsfreiheit","die Meinungsfreiheit","Das Briefgeheimnis schützt die private Kommunikation vor unbefugtem Zugriff.","Das Briefgeheimnis schützt die private Kommunikation vor unbefugtem Zugriff."
general,"Q275","people_society","Was braucht man in Deutschland für eine Ehescheidung?","Was braucht man in Deutschland für eine Ehescheidung?","die Einwilligung der Eltern","die Einwilligung der Eltern","ein Attest einer Ärztin/eines Arztes","ein Attest einer Ärztin/eines Arztes","die Einwilligung der Kinder","die Einwilligung der Kinder","die Unterstützung einer Anwältin/eines Anwalts","die Unterstützung einer Anwältin/eines Anwalts","Eine Scheidung muss in Deutschland vor Gericht erfolgen, vertreten durch eine Anwältin oder einen Anwalt.","Eine Scheidung muss in Deutschland vor Gericht erfolgen, vertreten durch eine Anwältin oder einen Anwalt."
general,"Q276","people_society","Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?","Was sollten Sie tun, wenn Sie von Ihrer Ansprechpartnerin/Ihrem Ansprechpartner in einer deutschen Behörde schlecht behandelt werden?","Ich kann nichts tun.","Ich kann nichts tun.","Ich muss mir diese Behandlung gefallen lassen.","Ich muss mir diese Behandlung gefallen lassen.","Ich drohe der Person.","Ich drohe der Person.","Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.","Ich kann mich bei der Behördenleiterin/beim Behördenleiter beschweren.","Bürgerinnen und Bürger können sich bei der Leitung der Behörde über unangemessenes Verhalten beschweren.","Bürgerinnen und Bürger können sich bei der Leitung der Behörde über unangemessenes Verhalten beschweren."
general,"Q277","people_society","Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie …","kein Englisch spricht.","kein Englisch spricht.","zu hohe Gehaltsvorstellungen hat.","zu hohe Gehaltsvorstellungen hat.","keine Erfahrungen in diesem Beruf hat.","keine Erfahrungen in diesem Beruf hat.","Mutter ist.","Mutter ist.","Eine Ablehnung aufgrund von Mutterschaft ist eine unzulässige Diskriminierung.","Eine Ablehnung aufgrund von Mutterschaft ist eine unzulässige Diskriminierung."
general,"Q278","people_society","Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er …","im Rollstuhl sitzt.","im Rollstuhl sitzt.","keine Erfahrung hat.","keine Erfahrung hat.","zu hohe Gehaltsvorstellungen hat.","zu hohe Gehaltsvorstellungen hat.","kein Englisch spricht.","kein Englisch spricht.","Eine Benachteiligung wegen einer Behinderung ist unzulässige Diskriminierung.","Eine Benachteiligung wegen einer Behinderung ist unzulässige Diskriminierung."
general,"Q279","people_society","In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …","In den meisten Mietshäusern in Deutschland gibt es eine ""Hausordnung"". Was steht in einer solchen ""Hausordnung""? Sie nennt …","Regeln für die Benutzung öffentlicher Verkehrsmittel.","Regeln für die Benutzung öffentlicher Verkehrsmittel.","alle Mieterinnen und Mieter im Haus.","alle Mieterinnen und Mieter im Haus.","Regeln, an die sich alle Bewohnerinnen und Bewohner halten müssen.","Regeln, an die sich alle Bewohnerinnen und Bewohner halten müssen.","die Adresse des nächsten Ordnungsamtes.","die Adresse des nächsten Ordnungsamtes.","Die Hausordnung legt Regeln für das Zusammenleben im Haus fest.","Die Hausordnung legt Regeln für das Zusammenleben im Haus fest."
general,"Q280","people_society","Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie …","nichts machen.","nichts machen.","den Bescheid wegwerfen.","den Bescheid wegwerfen.","Einspruch einlegen.","Einspruch einlegen.","warten, bis ein anderer Bescheid kommt.","warten, bis ein anderer Bescheid kommt.","Rechtsbehelf ist der fristgerechte Einspruch gegen den Bescheid.","Rechtsbehelf ist der fristgerechte Einspruch gegen den Bescheid."
general,"Q281","people_society","Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf …","Meinungsfreiheit","Meinungsfreiheit","Gleichbehandlung","Gleichbehandlung","Versammlungsfreiheit","Versammlungsfreiheit","Freizügigkeit","Freizügigkeit","Die Ungleichbehandlung wegen Hautfarbe verletzt das Gleichbehandlungsgebot.","Die Ungleichbehandlung wegen Hautfarbe verletzt das Gleichbehandlungsgebot."
